날짜,종가,시가,고가,저가,거래량,변동 %
2018-05-30,2409.03,2446.81,2449.88,2399.58,575.92M,-0.0196
2018-05-31,2423.01,2428.83,2430.15,2415.50,816.93M,0.0058
2018-06-01,2438.96,2419.63,2445.31,2418.11,603.02M,0.0066
2018-06-04,2447.76,2444.62,2452.67,2441.25,438.93M,0.0036
2018-06-05,2453.76,2450.39,2455.78,2432.81,501.36M,0.0025
2018-06-07,2470.58,2468.26,2478.67,2466.01,474.15M,0.0069
2018-06-08,2451.58,2467.88,2468.27,2449.11,530.16M,-0.0077
2018-06-11,2470.15,2454.25,2470.99,2448.00,427.95M,0.0076
2018-06-12,2468.83,2474.78,2479.56,2462.84,613.17M,-0.0005
2018-06-14,2423.48,2450.86,2451.95,2422.37,533.45M,-0.0184
2018-06-15,2404.04,2432.18,2433.51,2403.97,502.36M,-0.0080
2018-06-18,2376.24,2404.68,2405.56,2365.31,564.82M,-0.0116
2018-06-19,2340.11,2373.12,2379.49,2336.54,606.30M,-0.0152
2018-06-20,2363.91,2350.24,2374.52,2345.22,456.00M,0.0102
2018-06-21,2337.83,2364.16,2370.58,2337.83,438.26M,-0.0110
2018-06-22,2357.22,2323.08,2357.40,2320.76,537.26M,0.0083
2018-06-25,2357.88,2351.89,2361.39,2337.22,415.08M,0.0003
2018-06-26,2350.92,2334.75,2358.01,2326.61,470.91M,-0.0030
2018-06-27,2342.03,2349.38,2358.71,2342.02,526.62M,-0.0038
2018-06-28,2314.24,2327.37,2335.35,2310.80,414.37M,-0.0119
2018-06-29,2326.13,2325.68,2329.58,2296.39,396.66M,0.0051
2018-07-02,2271.54,2322.23,2327.59,2271.53,393.26M,-0.0235
2018-07-03,2272.76,2285.88,2287.39,2252.36,366.03M,0.0005
2018-07-04,2265.46,2270.95,2280.81,2261.34,315.10M,-0.0032
2018-07-05,2257.55,2264.74,2274.74,2243.90,346.88M,-0.0035
